,scores,labels
198,0.015399774,0
199,0.019678142,0
200,0.018608976,0
201,0.008291536,0
202,0.00751841,0
203,0.024615346,0
204,0.008936261,0
205,0.009339896,0
206,0.010178422,0
207,0.014833763,0
208,0.0077650347,0
209,0.08762515,0
210,0.016676573,0
211,0.027860142,0
212,0.006402452,0
213,0.016359977,0
214,0.018448895,0
215,0.013888249,0
216,0.019213242,0
217,0.009019648,0
218,0.02263121,0
219,0.023864761,0
220,0.01311363,0
221,0.015024921,0
222,0.0025765314,0
223,0.03535666,0
224,0.021353409,0
225,0.024707325,0
226,0.02501874,0
227,0.045508556,0
228,0.103607155,0
229,0.013364237,0
230,0.017952442,0
231,0.059715714,0
232,0.008801904,0
233,0.03678624,0
234,0.0044721477,0
235,0.0150997415,0
236,0.008405817,0
237,0.006991957,0
238,0.0074459547,0
239,0.016236193,0
240,0.025719853,0
241,0.0104375165,0
242,0.02819882,0
243,0.0051392876,0
244,0.01158415,0
245,0.008151339,0
246,0.068786085,0
247,0.022046942,0
248,0.011933829,0
249,0.049556565,0
250,0.006782847,0
251,0.012257349,0
252,0.018325133,0
253,0.06303642,0
254,0.0070567923,0
255,0.012669273,0
256,0.04438164,0
257,0.015010629,0
258,0.024434868,0
259,0.019076874,0
260,0.01644412,0
261,0.006008547,0
262,0.07932947,0
263,0.03465458,0
264,0.035349347,0
265,0.027431978,0
266,0.010243728,0
267,0.013658266,0
268,0.0132909855,0
269,0.025183225,0
270,0.04361017,0
271,0.019216618,0
272,0.027685601,0
273,0.008852235,0
274,0.011095766,0
275,0.044991493,0
276,0.008012701,0
277,0.02383956,0
278,0.008124512,0
279,0.027294675,0
280,0.012523228,0
281,0.010020531,0
282,0.017653603,0
283,0.018736364,0
284,0.03464301,0
285,0.006899976,0
286,0.03362306,0
287,0.026294542,0
288,0.0134787755,0
289,0.014595659,0
290,0.01724952,0
291,0.017811054,0
292,0.01565927,0
293,0.025639875,0
294,0.015064424,0
295,0.014683555,0
296,0.034370974,0
297,0.09786143,0
298,0.0130997235,0
299,0.025654728,0
300,0.1725245,0
301,0.04802518,0
302,0.0284686,0
303,0.01815055,0
304,0.04383747,0
305,0.053235725,0
306,0.014706479,0
307,0.01491782,0
308,0.046241578,0
309,0.02483315,0
310,0.22579376,0
311,0.036061857,0
312,0.024045307,0
313,0.038129445,0
314,0.02169914,0
315,0.036526866,0
316,0.020911496,0
317,0.014806213,0
318,0.022888184,0
319,0.060806625,0
320,0.01390755,0
321,0.00816404,0
322,0.056053545,0
323,0.044711787,0
324,0.012509618,0
325,0.08214251,0
326,0.013008827,0
327,0.0539524,0
328,0.018975347,0
329,0.00592196,0
330,0.013845405,0
331,0.013119465,0
332,0.004757199,0
333,0.18089643,0
334,0.0057893046,0
335,0.013818092,0
336,0.029589254,0
337,0.04333054,0
338,0.040920887,0
339,0.005141526,0
340,0.023169188,0
341,0.016472548,0
342,0.007798744,0
343,0.01996602,0
344,0.0037025665,0
345,0.026616046,0
346,0.01820336,0
347,0.10864774,0
348,0.036992937,0
349,0.0138704525,0
350,0.01515682,0
351,0.011622057,0
352,0.009014211,0
353,0.013648501,0
354,0.035981867,0
355,0.03125614,0
356,0.0102886185,0
357,0.018617956,0
358,0.01761035,0
359,0.019522594,0
360,0.02156004,0
361,0.005486452,0
362,0.033607777,0
363,0.021187354,0
364,0.038056195,0
365,0.00955523,0
366,0.018335136,0
367,0.030482631,0
368,0.029957904,0
369,0.016161906,0
370,0.022361763,0
371,0.018630343,0
372,0.014887649,0
373,0.006547061,0
374,0.03644393,0
375,0.0057476214,0
376,0.009475109,0
377,0.028686041,0
378,0.011550621,0
379,0.022412699,0
380,0.011470533,0
381,0.005840328,0
382,0.008983963,0
383,0.012244141,0
384,0.03390119,0
385,0.020266574,0
386,0.023076808,0
387,0.020192679,0
388,0.03760582,0
389,0.077095464,0
390,0.07011128,0
391,0.02175182,0
392,0.0126024475,0
393,0.01635901,0
394,0.052443963,0
395,0.028190209,0
396,0.011489104,0
397,0.018822264,0
398,0.016462576,0
399,0.034271963,0
400,0.025610384,0
401,0.00829469,0
402,0.0051369923,0
403,0.012198828,0
404,0.065374784,0
405,0.01920388,0
406,0.01855905,0
407,0.024653288,0
408,0.016035335,0
409,0.11164414,0
410,0.020635676,0
411,0.052708276,0
412,0.009939912,0
413,0.023942064,0
414,0.014254655,0
415,0.014965806,0
416,0.040041283,0
417,0.026315702,0
418,0.017590918,0
419,0.0225048,0
420,0.024630265,0
421,0.025979485,0
422,0.04503468,0
423,0.054589115,0
424,0.027665658,0
425,0.015921334,0
426,0.017327297,0
427,0.012431124,0
428,0.043134134,0
429,0.0094443085,0
430,0.01821184,0
431,0.05879994,0
432,0.018658599,0
433,0.026574163,0
434,0.11225434,0
435,0.0069841403,0
436,0.04123592,0
437,0.005525473,0
438,0.019385446,0
439,0.015735507,0
440,0.02005654,0
441,0.026744153,0
442,0.011181483,0
443,0.040134124,0
444,0.027377378,0
445,0.01846398,0
446,0.015215181,0
447,0.018057654,0
448,0.011447568,0
449,0.011582755,0
450,0.029122133,0
451,0.012653772,0
452,0.030780265,0
453,0.027177524,0
454,0.025615575,0
455,0.035693757,0
456,0.015036158,0
457,0.00633804,0
458,0.012518995,0
459,0.031796876,0
460,0.013113382,0
461,0.005942172,0
462,0.005472645,0
463,0.02062992,0
464,0.023084683,0
465,0.025090745,0
466,0.037407227,0
467,0.047839545,0
468,0.016292067,0
469,0.007459959,0
470,0.012287123,0
471,0.009362516,0
472,0.017881732,0
473,0.054955687,0
474,0.028659005,0
475,0.02079025,0
476,0.006709981,0
477,0.091248795,0
478,0.038092572,0
479,0.019245606,0
480,0.015808765,0
481,0.012655075,0
482,0.03789324,0
483,0.006111563,0
484,0.073890336,0
485,0.030838575,0
486,0.02024561,0
487,0.03221537,0
488,0.011028352,0
489,0.09235839,0
490,0.015322227,0
491,0.088849455,0
492,0.018815715,0
493,0.02204659,0
494,0.027939027,0
495,0.016968384,0
496,0.0143269515,0
497,0.027319347,0
498,0.021253891,0
499,0.0056598624,0
500,0.011845597,0
501,0.027525047,0
502,0.019726617,0
503,0.0034841022,0
504,0.041626208,0
505,0.026537796,0
506,0.009833305,0
507,0.022866577,0
508,0.013711331,0
509,0.02750598,0
510,0.019864062,0
511,0.018439803,0
512,0.005096088,0
513,0.006532464,0
514,0.014180446,0
515,0.017343428,0
516,0.031370156,0
517,0.025477149,0
518,0.024301127,0
519,0.002649896,0
520,0.0068302616,0
521,0.013711807,0
522,0.01143312,0
523,0.0711726,0
524,0.016311442,0
525,0.05112325,0
526,0.0040795184,0
527,0.01459311,0
528,0.013095477,0
529,0.015132794,0
530,0.0060512866,0
531,0.025212988,0
532,0.0130014215,0
533,0.0019052806,0
534,0.031203706,0
535,0.0034779406,0
536,0.0083094295,0
537,0.079748265,0
538,0.04679141,0
539,0.013718545,0
540,0.033409014,0
541,0.012746327,0
542,0.084688,0
543,0.04239778,0
544,0.014183337,0
545,0.07285635,0
546,0.0091011105,0
547,0.011766347,0
548,0.020791683,0
549,0.017474815,0
550,0.06926883,0
551,0.015025178,0
552,0.02014341,0
553,0.011831018,0
554,0.032768972,0
555,0.033237655,0
556,0.057892784,0
557,0.010728401,0
558,0.024303153,0
559,0.0325489,0
560,0.008721782,0
561,0.014926931,0
562,0.027553631,0
563,0.048139703,0
564,0.004232881,0
565,0.013071501,0
566,0.011316311,0
567,0.013690616,0
568,0.011910114,0
569,0.010209368,0
570,0.011113423,0
571,0.081323236,0
572,0.018506667,0
573,0.02386394,0
574,0.024026753,0
575,0.004551968,0
576,0.0213624,0
577,0.0253045,0
578,0.025200412,0
579,0.0061622183,0
580,0.018102372,0
581,0.019348908,0
582,0.040100694,0
583,0.02813921,0
584,0.01918743,0
585,0.051530644,0
586,0.053649772,0
587,0.009448761,0
588,0.018834371,0
589,0.0040410445,0
590,0.06742018,0
591,0.036788233,0
592,0.011929042,0
593,0.010581745,0
594,0.006821535,0
595,0.021325601,0
596,0.0139978295,0
597,0.06462218,0
598,0.021225734,0
599,0.009738999,0
600,0.026463596,0
601,0.042668432,0
602,0.016029812,0
603,0.010177381,0
604,0.027013285,0
605,0.015315188,0
606,0.018417139,0
607,0.10483982,0
608,0.04244879,0
609,0.023114085,0
610,0.012005347,0
611,0.011827634,0
612,0.019021561,0
613,0.011900831,0
614,0.04053251,0
615,0.017217461,0
616,0.009375453,0
617,0.005784151,0
618,0.0070369174,0
619,0.021006761,0
620,0.033875756,0
621,0.052024033,0
622,0.011748622,0
623,0.00765972,0
624,0.017891353,0
625,0.03189855,0
626,0.012460679,0
627,0.026192881,0
628,0.054991834,0
629,0.033601657,0
630,0.04122724,0
631,0.008179914,0
632,0.016838273,0
633,0.011689149,0
634,0.010421387,0
635,0.008334623,0
636,0.022708312,0
637,0.0384966,0
638,0.012121052,0
639,0.0073502488,0
640,0.020073833,0
641,0.023871526,0
642,0.03003266,0
643,0.010556229,0
644,0.035462037,0
645,0.015920226,0
646,0.004142135,0
647,0.014511093,0
648,0.017443169,0
649,0.029560683,0
650,0.028215477,0
651,0.005737447,0
652,0.034097936,0
653,0.09509695,0
654,0.043208048,0
655,0.019293053,0
656,0.092481956,0
657,0.03143816,0
658,0.025493272,0
659,0.019424252,0
660,0.02341144,0
661,0.055167302,0
662,0.008848148,0
663,0.016270498,0
664,0.0242828,0
665,0.016992904,0
666,0.030922266,0
667,0.029324984,0
668,0.046332084,0
669,0.038095094,0
670,0.008058554,0
671,0.019905968,0
672,0.008719176,0
673,0.0073143225,0
674,0.003093123,0
675,0.0013716999,0
676,0.034861043,0
677,0.027473712,0
678,0.014031884,0
679,0.032162655,0
680,0.016939504,0
681,0.013434535,0
682,0.011808946,0
683,0.004378962,0
684,0.012035234,0
685,0.048385225,0
686,0.008930185,0
687,0.018666033,0
688,0.057892323,0
689,0.06610651,0
690,0.009049702,0
691,0.0007595689,0
692,0.012650785,0
693,0.019007169,0
694,0.01642895,0
695,0.023447955,0
696,0.03546333,0
697,0.01811689,0
698,0.0402189,0
699,0.020824939,0
700,0.01203186,0
701,0.044548504,0
702,0.13588957,0
703,0.02636468,0
704,0.02485274,0
705,0.012461462,0
706,0.047839224,0
707,0.01438794,0
708,0.052016247,0
709,0.015684023,0
710,0.010499399,0
711,0.015628573,0
712,0.00033786168,0
713,0.00522592,0
714,0.016986597,0
715,0.037612338,0
716,0.025946954,0
717,0.010354104,0
718,0.013279792,0
719,0.015497879,0
720,0.01658685,0
721,0.02995512,0
722,0.3960753,0
723,0.01619681,0
724,0.008993322,0
725,0.023649994,0
726,0.026107706,0
727,0.037991934,0
728,0.13946241,0
729,0.002603672,0
730,0.012786409,0
731,0.016893327,0
732,0.008715004,0
733,0.021452539,0
734,0.007561738,0
735,0.019259162,0
736,0.016632402,0
737,0.019267859,0
738,0.01791181,0
739,0.011195064,0
740,0.009440761,0
741,0.01708264,0
742,0.018835697,0
743,0.021081876,0
744,0.007979761,0
745,0.023188442,0
746,0.028900955,0
747,0.014103414,0
748,0.025425818,0
749,0.009852125,0
750,0.008004323,0
751,0.009157266,0
752,0.013806403,0
753,0.014357917,0
754,0.018831702,0
755,0.008766101,0
756,0.018725272,0
757,0.010158801,0
758,0.014980586,0
759,0.022179306,0
760,0.061307892,0
761,0.046094693,0
762,0.022975825,0
763,0.036363713,0
764,0.00944143,0
765,0.0045690583,0
766,0.010371526,0
767,0.0392153,0
768,0.012337295,0
769,0.028114107,0
770,0.015678866,0
771,0.013359925,0
772,0.016990686,0
773,0.03381351,0
774,0.0258603,0
775,0.02446673,0
776,0.021260837,0
777,0.021593925,0
778,0.02037884,0
779,0.012339106,0
780,0.009641585,0
781,0.013688697,0
782,0.028321715,0
783,0.031815797,0
784,0.014438067,0
785,0.019951807,0
786,0.042488478,0
787,0.0178059,0
788,0.012371248,0
789,0.00791017,0
790,0.072863355,0
791,0.016454656,0
792,0.008370561,0
793,0.011437639,0
794,0.04923609,0
795,0.016836965,0
796,0.014601639,0
797,0.0338104,0
798,0.021454688,0
799,0.055155788,0
800,0.020621201,0
801,0.027488714,0
802,0.021143375,0
803,0.028833007,0
804,0.034637976,0
805,0.028104095,0
806,0.05030723,0
807,0.03876365,0
808,0.019611865,0
809,0.018178567,0
810,0.05237353,0
811,0.007180075,0
812,0.0052760113,0
813,0.0048004626,0
814,0.02040364,0
815,0.0175523,0
816,0.007478596,0
817,0.020033415,0
818,0.031866815,0
819,0.018037166,0
820,0.008108833,0
821,0.013834299,0
822,0.019775527,0
823,0.003646566,0
824,0.016178923,0
825,0.049390715,0
826,0.0108494945,0
827,0.031617496,0
828,0.034155775,0
829,0.0676921,0
830,0.03110467,0
831,0.019293614,0
832,0.01207548,0
833,0.011079275,0
834,0.007067764,0
835,0.0073754378,0
836,0.0133809075,0
837,0.026027681,0
838,0.020880615,0
839,0.00048571613,0
840,0.025090717,0
841,0.035090208,0
842,0.0093329195,0
843,0.091105476,0
844,0.013443546,0
845,0.022424793,0
846,0.07635799,0
847,0.0246126,0
848,0.01352561,0
849,0.028779041,0
850,0.009459987,0
851,0.0066289194,0
852,0.026197381,0
853,0.011199297,0
854,0.008528081,0
855,0.016380463,0
856,0.016634425,0
857,0.008454423,0
858,0.04656261,0
859,0.031302877,0
860,0.043359827,0
861,0.013409498,0
862,0.031027662,0
863,0.01339752,0
864,0.021175522,0
865,0.009527911,0
866,0.015267429,0
867,0.019026477,0
868,0.05070599,0
869,0.012513327,0
870,0.09365419,0
871,0.014019886,0
872,0.09685828,0
873,0.042381685,0
874,0.005020734,0
875,0.009080685,0
876,0.0067220805,0
877,0.039779436,0
878,0.066396385,0
879,0.0056181517,0
880,0.009102082,0
881,0.013650581,0
882,0.036268484,0
883,0.008969548,0
884,0.013919087,0
885,0.018286558,0
886,0.010259837,0
887,0.013395728,0
888,0.033085816,0
889,0.14830843,0
890,0.01774161,0
891,0.0865959,0
892,0.016845522,0
893,0.016672695,0
894,0.076837085,0
895,0.019573608,0
896,0.006832937,0
897,0.01956065,0
898,0.005439916,0
899,0.025760025,0
900,0.003330295,0
901,0.008885374,0
902,0.037060693,0
903,0.091242306,0
904,0.009105931,0
905,0.040860374,0
906,0.0068011954,0
907,0.061654408,0
908,0.020962007,0
909,0.003077944,0
910,0.015866173,0
911,0.039602965,0
912,0.022411987,0
913,0.105310075,0
914,0.10318993,0
915,0.0127957845,0
916,0.009211554,0
917,0.020719552,0
918,0.04112598,0
919,0.013517398,0
920,0.019033795,0
921,0.06767702,0
922,0.030872973,0
923,0.0081380205,0
924,0.011863071,0
925,0.04225407,0
926,0.098288685,0
927,0.008098897,0
928,0.033913147,0
929,0.011771054,0
930,0.008825823,0
931,0.008587154,0
932,0.008126442,0
933,0.033406388,0
934,0.0048713083,0
935,0.0032395488,0
936,0.00794651,0
937,0.19135149,0
938,0.012659577,0
939,0.01545047,0
940,0.0719128,0
941,0.0063261446,0
942,0.011913161,0
943,0.003814624,0
944,0.009987545,0
945,0.0068394328,0
946,0.037008394,0
947,0.020646324,0
948,0.012798873,0
949,0.006885509,0
950,0.008004408,0
951,0.024334194,0
952,0.005950135,0
953,0.014806289,0
954,0.019515898,0
955,0.0086490065,0
956,0.028283259,0
957,0.0056438823,0
958,0.034565836,0
959,0.011527383,0
960,0.0012810519,0
961,0.006632307,0
962,0.03721681,0
963,0.06241083,0
964,0.016707264,0
965,0.011120307,0
966,0.011376871,0
967,0.00028297352,0
968,0.041143067,0
969,0.025371777,0
970,0.019665211,0
971,0.026430456,0
972,0.03433353,0
973,0.009277481,0
974,0.017779926,0
975,0.016734317,0
976,0.011732862,0
977,0.012418039,0
978,0.09936947,0
979,0.07863847,0
980,0.014421437,0
981,0.034362655,0
982,0.0063423403,0
983,0.013573387,0
984,0.04031338,0
985,0.00901667,0
986,0.05216076,0
987,0.02432229,0
988,0.041172516,0
989,0.027361177,0
990,0.00534829,0
991,0.0143427225,0
992,0.017181361,0
993,0.021149848,0
994,0.01916259,0
995,0.012139346,0
996,0.0065322057,0
997,0.01570685,0
998,0.013688121,0
999,0.01991099,0
1000,0.011026654,0
1001,0.010264315,0
1002,0.05619931,0
1003,0.011509315,0
1004,0.0051368345,0
1005,0.0024569936,0
1006,0.0057187625,0
1007,0.019488804,0
1008,0.0072323126,0
1009,0.19027324,0
1010,0.14806882,0
1011,0.008733425,0
1012,0.01709812,0
1013,0.02162142,0
1014,0.007839497,0
1015,0.015356124,0
1016,0.02617674,0
1017,0.01629394,0
1018,0.011934835,0
1019,0.019750156,0
1020,0.01914586,0
1021,0.01566376,0
1022,0.012007694,0
1023,0.031264286,0
1024,0.010334153,0
1025,0.012198548,0
1026,0.01517449,0
1027,0.018710671,0
1028,0.050037544,0
1029,0.039136183,0
1030,0.006910266,0
1031,0.026993161,0
1032,0.034057837,0
1033,0.023346748,0
1034,0.0062150257,0
1035,0.03615135,0
1036,0.0053466535,0
1037,0.01829023,0
1038,0.009219051,0
1039,0.008772434,0
1040,0.021830248,0
1041,0.009340319,0
1042,0.005815064,0
1043,0.0053881453,0
1044,0.013062619,0
1045,0.07883062,0
1046,0.040581957,0
1047,0.038267024,0
1048,0.010832456,0
1049,0.023634931,0
1050,0.04344771,0
1051,0.017335352,0
1052,0.11328922,0
1053,0.027948303,0
1054,0.009885747,0
1055,0.008836783,0
1056,0.024497664,0
1057,0.0062320125,0
1058,0.013160385,0
1059,0.027049625,0
1060,0.026328212,0
1061,0.009693861,0
1062,0.05458474,0
1063,0.018770669,0
1064,0.023617333,0
1065,0.010473615,0
1066,0.006450062,0
1067,0.017609905,0
1068,0.015635913,0
1069,0.01755968,0
1070,0.017333386,0
1071,0.056049198,0
1072,0.020274028,0
1073,0.009219221,0
1074,0.015135777,0
1075,0.014770632,0
1076,0.019513937,0
1077,0.024656912,0
1078,0.032667276,0
1079,0.020180231,0
1080,0.01600017,0
1081,0.015991153,0
1082,0.034493838,0
1083,0.020570997,0
1084,0.013577845,0
1085,0.015113009,0
1086,0.011026902,0
1087,0.009094369,0
1088,0.005173415,0
1089,0.016413422,0
1090,0.080544785,0
1091,0.012776877,0
1092,0.026777817,0
1093,0.018502932,0
1094,0.010316984,0
1095,0.02621931,0
1096,0.024237799,0
1097,0.0073262067,0
1098,0.03389642,0
1099,0.016157307,0
1100,0.0619881,0
1101,0.02172044,0
1102,0.029846352,0
1103,0.11973573,0
1104,0.019320568,0
1105,0.028161542,0
1106,0.046560984,0
1107,0.007878648,0
1108,0.016499085,0
1109,0.020909945,0
1110,0.009988439,0
1111,0.0054411073,0
1112,0.1536269,0
1113,0.010505759,0
1114,0.005636751,0
1115,0.021762358,0
1116,0.025349295,0
1117,0.022616165,0
1118,0.022515789,0
1119,0.01397382,0
1120,0.0386967,0
1121,0.0066347052,0
1122,0.017311897,0
1123,0.01520651,0
1124,0.032119,0
1125,0.016545625,0
1126,0.018610943,0
1127,0.02046953,0
1128,0.0048887683,0
1129,0.009852422,0
1130,0.0056230784,0
1131,0.0169494,0
1132,0.017004233,0
1133,0.012407954,0
1134,0.03171096,0
1135,0.025090352,0
1136,0.160843,0
1137,0.0067065936,0
1138,0.012964613,0
1139,0.01158236,0
1140,0.022415329,0
1141,0.018136065,0
1142,0.019447235,0
1143,0.01563145,0
1144,0.019432321,0
1145,0.028064739,0
1146,0.008430206,0
1147,0.015777566,0
1148,0.021413667,0
1149,0.016328208,0
1150,0.028154276,0
1151,0.008403864,0
1152,0.013212739,0
1153,0.0065656523,0
1154,0.012042715,0
1155,0.023183737,0
1156,0.00611768,0
1157,0.021022297,0
1158,0.01282781,0
1159,0.05043502,0
1160,0.0060783885,0
1161,0.0024832638,0
1162,0.019101933,0
1163,0.038366765,0
1164,0.021965083,0
1165,0.0041542416,0
1166,0.04670715,0
1167,0.0051970193,0
1168,0.046149615,0
1169,0.012294922,0
1170,0.02977876,0
1171,0.017424883,0
1172,0.1834796,0
1173,0.010138873,0
1174,0.020824425,0
1175,0.017314075,0
1176,0.059406687,0
1177,0.014845045,0
1178,0.045453463,0
1179,0.003058734,0
1180,0.01619557,0
1181,0.022343967,0
1182,0.009661438,0
1183,0.027822142,0
1184,0.01998405,0
1185,0.010470336,0
1186,0.011567212,0
1187,0.015487774,0
1188,0.07254155,0
1189,0.0047941864,0
1190,0.025594132,0
1191,0.035685807,0
1192,0.019662932,0
1193,0.014346579,0
1194,0.00924154,0
1195,0.02636743,0
1196,0.004888922,0
1197,0.026333919,0
1198,0.005399459,0
1199,0.012356139,0
1200,0.019583298,0
1201,0.0053845057,0
1202,0.008609101,0
1203,0.036875587,0
1204,0.08147854,0
1205,0.011175186,0
1206,0.07194321,0
1207,0.027718103,0
1208,0.03021201,0
1209,0.0038334227,0
1210,0.0131046465,0
1211,0.017724987,0
1212,0.012537444,0
1213,0.043169517,0
1214,0.0282397,0
1215,0.0068918667,0
1216,0.011566511,0
1217,0.017904561,0
1218,0.025055602,0
1219,0.050607488,0
1220,0.05459197,0
1221,0.019299986,0
1222,0.0045140237,0
1223,0.031070272,0
1224,0.0031164354,0
1225,0.017620195,0
1226,0.026727622,0
1227,0.014347439,0
1228,0.025238859,0
1229,0.041240748,0
1230,0.1594712,0
1231,0.019228352,0
1232,0.008413927,0
1233,0.009238273,0
1234,0.0128356535,0
1235,0.08660939,0
1236,0.015356084,0
1237,0.05180046,0
1238,0.03233223,0
1239,0.00776629,0
1240,0.036501873,0
1241,0.0073409863,0
1242,0.008034895,0
1243,0.019586468,0
1244,0.012837521,0
1245,0.017460896,0
1246,0.016717214,0
1247,0.010679941,0
1248,0.010714303,0
1249,0.08030677,0
1250,0.0055112476,0
1251,0.00597774,0
1252,0.009001698,0
1253,0.0063948464,0
1254,0.018993896,0
1255,0.025650468,0
1256,0.004766121,0
1257,0.016256645,0
1258,0.01904544,0
1259,0.01101,0
1260,0.030784076,0
1261,0.0088678505,0
1262,0.020670023,0
1263,0.017586453,0
1264,0.013931445,0
1265,0.019876914,0
1266,0.025416836,0
1267,0.044339154,0
1268,0.024241826,0
1269,0.08556278,0
1270,0.035366006,0
1271,0.0032892798,0
1272,0.018793574,0
1273,0.01013175,0
1274,0.00563391,0
1275,0.022286594,0
1276,0.004421128,0
1277,0.014386231,0
1278,0.029464094,0
1279,0.0022567452,0
1280,0.0075233965,0
1281,0.056016758,0
1282,0.013047098,0
1283,0.008852057,0
1284,0.03345184,0
1285,0.01110909,0
1286,0.043658756,0
1287,0.020502016,0
1288,0.019560514,0
1289,0.019734941,0
1290,0.02035635,0
1291,0.014452408,0
1292,0.023370605,0
1293,0.018034145,0
1294,0.043376286,0
1295,0.072858825,0
1296,0.026457513,0
1297,0.05073602,0
1298,0.018819613,0
1299,0.021672135,0
1300,0.011466313,0
1301,0.012913199,0
1302,0.0092903,0
1303,0.05131046,0
1304,0.017022043,0
1305,0.07057506,0
1306,0.03296118,0
1307,0.029846974,0
1308,0.011190106,0
1309,0.017699214,0
1310,0.02456576,0
1311,0.019429594,0
1312,0.019234095,0
1313,0.01815264,0
1314,0.028218463,0
1315,0.014689701,0
1316,0.016003901,0
1317,0.010655091,0
1318,0.0241953,0
1319,0.07726019,0
1320,0.01977471,0
1321,0.017132236,0
1322,0.006133968,0
1323,0.012190365,0
1324,0.017938178,0
1325,0.03355854,0
1326,0.025031418,0
1327,0.08626075,0
1328,0.009869384,0
1329,0.020471038,0
1330,0.013739555,0
1331,0.030929165,0
1332,0.021132119,0
1333,0.0051291026,0
1334,0.016513461,0
1335,0.028093709,0
1336,0.013548278,0
1337,0.010970967,0
1338,0.051519692,0
1339,0.0071754684,0
1340,0.035141706,0
1341,0.034593537,0
1342,0.01846999,0
1343,0.017922586,0
1344,0.023774574,0
1345,0.02198616,0
1346,0.014873988,0
1347,0.038255826,0
1348,0.053141963,0
1349,0.069518045,0
1350,0.01745897,0
